project_folder,run_number,material,reference_image_path,render_image_path,tectonic_framework,facade_potential,material_specificity,average_score,improvement_target,improvement_proposal,total_iterations
R01_metal,0,metal,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_metal\00_render.png,2,2,4,2.67,design_concept,"Adopt a metal cassette rainscreen system and encode metal-specific dimensions/constraints: modules 0.6–1.2 m (w) x 0.9–1.8 m (h); 12–18 mm vertical/horizontal reveals; 20–40 mm hemmed returns with 3 mm bend radius; cassette depths 40/60/90 mm; subframe rails (Z) at 600 mm c/c with 30 mm-wide vertical T/L profiles; window bays set within modules with 80–120 mm shadow-box depth.

Translate into explicit, stepwise geometry for the modeling agent: on XZ, lay out an overall facade frame and a panel grid (x_count≥5, y_count≥4). For each module: draw outer rectangle, offset in by (reveal + return), create face; extrude face to cassette depth, model returns as perimeter offset strip extruded back; fillet outer edges to 3 mm; leave 12–18 mm gaps as reveals. Place subframe rails behind reveals as continuous vertical members. In selected modules (e.g., 40–60%), cut a centered opening sized 0.5–0.75 of module (w,h) and set back its inner “shadow” reveal by 80–120 mm.

Constrain variability to read as a facade: keep reveals constant across the field; vary cassette depth by row or bay (not per-cell noise); align openings in horizontal bands to imply floors; enforce minimum proportions so frames remain legible (return_depth ≥ 0.02 m; reveal ≥ 0.012 m; frame rim ≥ 0.06 m). Optionally designate zones for perforation fields (hole Ø 10–30 mm on 30–60 mm staggered pitch) limited to spandrel modules only, avoiding window modules.",1
R01_metal,1,metal,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_metal\01_render.png,2,2,4,2.67,design_concept,"Adopt a metal cassette rainscreen system and encode metal-specific dimensions/constraints: modules 0.6–1.2 m (w) x 0.9–1.8 m (h); 12–18 mm vertical/horizontal reveals; 20–40 mm hemmed returns with 3 mm bend radius; cassette depths 40/60/90 mm; subframe rails (Z) at 600 mm c/c with 30 mm-wide vertical T/L profiles; window bays set within modules with 80–120 mm shadow-box depth.

Translate into explicit, stepwise geometry for the modeling agent: on XZ, lay out an overall facade frame and a panel grid (x_count≥5, y_count≥4). For each module: draw outer rectangle, offset in by (reveal + return), create face; extrude face to cassette depth, model returns as perimeter offset strip extruded back; fillet outer edges to 3 mm; leave 12–18 mm gaps as reveals. Place subframe rails behind reveals as continuous vertical members. In selected modules (e.g., 40–60%), cut a centered opening sized 0.5–0.75 of module (w,h) and set back its inner “shadow” reveal by 80–120 mm.

Constrain variability to read as a facade: keep reveals constant across the field; vary cassette depth by row or bay (not per-cell noise); align openings in horizontal bands to imply floors; enforce minimum proportions so frames remain legible (return_depth ≥ 0.02 m; reveal ≥ 0.012 m; frame rim ≥ 0.06 m). Optionally designate zones for perforation fields (hole Ø 10–30 mm on 30–60 mm staggered pitch) limited to spandrel modules only, avoiding window modules.",1
R01_metal,2,metal,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_metal\02_render.png,2,2,4,2.67,design_concept,"Adopt a metal cassette rainscreen system and encode metal-specific dimensions/constraints: modules 0.6–1.2 m (w) x 0.9–1.8 m (h); 12–18 mm vertical/horizontal reveals; 20–40 mm hemmed returns with 3 mm bend radius; cassette depths 40/60/90 mm; subframe rails (Z) at 600 mm c/c with 30 mm-wide vertical T/L profiles; window bays set within modules with 80–120 mm shadow-box depth.

Translate into explicit, stepwise geometry for the modeling agent: on XZ, lay out an overall facade frame and a panel grid (x_count≥5, y_count≥4). For each module: draw outer rectangle, offset in by (reveal + return), create face; extrude face to cassette depth, model returns as perimeter offset strip extruded back; fillet outer edges to 3 mm; leave 12–18 mm gaps as reveals. Place subframe rails behind reveals as continuous vertical members. In selected modules (e.g., 40–60%), cut a centered opening sized 0.5–0.75 of module (w,h) and set back its inner “shadow” reveal by 80–120 mm.

Constrain variability to read as a facade: keep reveals constant across the field; vary cassette depth by row or bay (not per-cell noise); align openings in horizontal bands to imply floors; enforce minimum proportions so frames remain legible (return_depth ≥ 0.02 m; reveal ≥ 0.012 m; frame rim ≥ 0.06 m). Optionally designate zones for perforation fields (hole Ø 10–30 mm on 30–60 mm staggered pitch) limited to spandrel modules only, avoiding window modules.",1
R01_metal,3,metal,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_metal\03_render.png,2,2,4,2.67,design_concept,"Adopt a metal cassette rainscreen system and encode metal-specific dimensions/constraints: modules 0.6–1.2 m (w) x 0.9–1.8 m (h); 12–18 mm vertical/horizontal reveals; 20–40 mm hemmed returns with 3 mm bend radius; cassette depths 40/60/90 mm; subframe rails (Z) at 600 mm c/c with 30 mm-wide vertical T/L profiles; window bays set within modules with 80–120 mm shadow-box depth.

Translate into explicit, stepwise geometry for the modeling agent: on XZ, lay out an overall facade frame and a panel grid (x_count≥5, y_count≥4). For each module: draw outer rectangle, offset in by (reveal + return), create face; extrude face to cassette depth, model returns as perimeter offset strip extruded back; fillet outer edges to 3 mm; leave 12–18 mm gaps as reveals. Place subframe rails behind reveals as continuous vertical members. In selected modules (e.g., 40–60%), cut a centered opening sized 0.5–0.75 of module (w,h) and set back its inner “shadow” reveal by 80–120 mm.

Constrain variability to read as a facade: keep reveals constant across the field; vary cassette depth by row or bay (not per-cell noise); align openings in horizontal bands to imply floors; enforce minimum proportions so frames remain legible (return_depth ≥ 0.02 m; reveal ≥ 0.012 m; frame rim ≥ 0.06 m). Optionally designate zones for perforation fields (hole Ø 10–30 mm on 30–60 mm staggered pitch) limited to spandrel modules only, avoiding window modules.",1
R01_metal,4,metal,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_metal\04_render.png,2,2,4,2.67,design_concept,"Adopt a metal cassette rainscreen system and encode metal-specific dimensions/constraints: modules 0.6–1.2 m (w) x 0.9–1.8 m (h); 12–18 mm vertical/horizontal reveals; 20–40 mm hemmed returns with 3 mm bend radius; cassette depths 40/60/90 mm; subframe rails (Z) at 600 mm c/c with 30 mm-wide vertical T/L profiles; window bays set within modules with 80–120 mm shadow-box depth.

Translate into explicit, stepwise geometry for the modeling agent: on XZ, lay out an overall facade frame and a panel grid (x_count≥5, y_count≥4). For each module: draw outer rectangle, offset in by (reveal + return), create face; extrude face to cassette depth, model returns as perimeter offset strip extruded back; fillet outer edges to 3 mm; leave 12–18 mm gaps as reveals. Place subframe rails behind reveals as continuous vertical members. In selected modules (e.g., 40–60%), cut a centered opening sized 0.5–0.75 of module (w,h) and set back its inner “shadow” reveal by 80–120 mm.

Constrain variability to read as a facade: keep reveals constant across the field; vary cassette depth by row or bay (not per-cell noise); align openings in horizontal bands to imply floors; enforce minimum proportions so frames remain legible (return_depth ≥ 0.02 m; reveal ≥ 0.012 m; frame rim ≥ 0.06 m). Optionally designate zones for perforation fields (hole Ø 10–30 mm on 30–60 mm staggered pitch) limited to spandrel modules only, avoiding window modules.",1
R01_stone,0,stone,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_stone\00_render.png,2,1,2,1.67,design_modeling,"- Remap axes and global dimensions (facadeness fix): Build on XZ (Z = vertical). Add facade_width, facade_height, base_elevation, facade_depth. Replace the current use of panel_height along Y with Z-based story/unit heights. Keep Y strictly as depth: stone_thickness (0.06–0.10 m cladding; 0.15–0.30 m masonry). Ensure base_elevation ≥ 0 and no geometry dips below ground.
- Replace thin NURBS panels with discrete stone courses (material logic): Introduce unit_w = 0.30–0.60 m, unit_h = 0.15–0.30 m, joint_w = 0.005–0.012 m. Generate running-bond courses (1/2 overlap), compute cols/rows from facade_width/height and unit sizes, create box solids per block (extrude along Y by stone_thickness), and model joints as gaps. Optional arris_chamfer = 0.003–0.008 m and rustication_depth = 0.005–0.025 m applied on block faces.
- Convert sinusoidal “wave” to corbelled/faceted relief in Y (stone-safe): Keep wave_amplitude as total target projection (max_out = 0.06–0.12 m) and wave_frequency as number of bays across width. For each column i, set target y_offset(i) = clamp(amplitude * sin(2π * i / period), ±max_out); for each course k, increment toward target with per-course corbel_step_max = 0.010–0.020 m to avoid bending. Cap offsets, add a continuous plinth course at base and a coping/top course to terminate relief cleanly.",2
R01_stone,1,stone,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_stone\01_render.png,2,1,2,1.67,design_modeling,"- Remap axes and global dimensions (facadeness fix): Build on XZ (Z = vertical). Add facade_width, facade_height, base_elevation, facade_depth. Replace the current use of panel_height along Y with Z-based story/unit heights. Keep Y strictly as depth: stone_thickness (0.06–0.10 m cladding; 0.15–0.30 m masonry). Ensure base_elevation ≥ 0 and no geometry dips below ground.
- Replace thin NURBS panels with discrete stone courses (material logic): Introduce unit_w = 0.30–0.60 m, unit_h = 0.15–0.30 m, joint_w = 0.005–0.012 m. Generate running-bond courses (1/2 overlap), compute cols/rows from facade_width/height and unit sizes, create box solids per block (extrude along Y by stone_thickness), and model joints as gaps. Optional arris_chamfer = 0.003–0.008 m and rustication_depth = 0.005–0.025 m applied on block faces.
- Convert sinusoidal “wave” to corbelled/faceted relief in Y (stone-safe): Keep wave_amplitude as total target projection (max_out = 0.06–0.12 m) and wave_frequency as number of bays across width. For each column i, set target y_offset(i) = clamp(amplitude * sin(2π * i / period), ±max_out); for each course k, increment toward target with per-course corbel_step_max = 0.010–0.020 m to avoid bending. Cap offsets, add a continuous plinth course at base and a coping/top course to terminate relief cleanly.",2
R01_stone,2,stone,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_stone\02_render.png,2,1,2,1.67,design_modeling,"- Remap axes and global dimensions (facadeness fix): Build on XZ (Z = vertical). Add facade_width, facade_height, base_elevation, facade_depth. Replace the current use of panel_height along Y with Z-based story/unit heights. Keep Y strictly as depth: stone_thickness (0.06–0.10 m cladding; 0.15–0.30 m masonry). Ensure base_elevation ≥ 0 and no geometry dips below ground.
- Replace thin NURBS panels with discrete stone courses (material logic): Introduce unit_w = 0.30–0.60 m, unit_h = 0.15–0.30 m, joint_w = 0.005–0.012 m. Generate running-bond courses (1/2 overlap), compute cols/rows from facade_width/height and unit sizes, create box solids per block (extrude along Y by stone_thickness), and model joints as gaps. Optional arris_chamfer = 0.003–0.008 m and rustication_depth = 0.005–0.025 m applied on block faces.
- Convert sinusoidal “wave” to corbelled/faceted relief in Y (stone-safe): Keep wave_amplitude as total target projection (max_out = 0.06–0.12 m) and wave_frequency as number of bays across width. For each column i, set target y_offset(i) = clamp(amplitude * sin(2π * i / period), ±max_out); for each course k, increment toward target with per-course corbel_step_max = 0.010–0.020 m to avoid bending. Cap offsets, add a continuous plinth course at base and a coping/top course to terminate relief cleanly.",2
R01_stone,3,stone,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_stone\03_render.png,2,1,2,1.67,design_modeling,"- Remap axes and global dimensions (facadeness fix): Build on XZ (Z = vertical). Add facade_width, facade_height, base_elevation, facade_depth. Replace the current use of panel_height along Y with Z-based story/unit heights. Keep Y strictly as depth: stone_thickness (0.06–0.10 m cladding; 0.15–0.30 m masonry). Ensure base_elevation ≥ 0 and no geometry dips below ground.
- Replace thin NURBS panels with discrete stone courses (material logic): Introduce unit_w = 0.30–0.60 m, unit_h = 0.15–0.30 m, joint_w = 0.005–0.012 m. Generate running-bond courses (1/2 overlap), compute cols/rows from facade_width/height and unit sizes, create box solids per block (extrude along Y by stone_thickness), and model joints as gaps. Optional arris_chamfer = 0.003–0.008 m and rustication_depth = 0.005–0.025 m applied on block faces.
- Convert sinusoidal “wave” to corbelled/faceted relief in Y (stone-safe): Keep wave_amplitude as total target projection (max_out = 0.06–0.12 m) and wave_frequency as number of bays across width. For each column i, set target y_offset(i) = clamp(amplitude * sin(2π * i / period), ±max_out); for each course k, increment toward target with per-course corbel_step_max = 0.010–0.020 m to avoid bending. Cap offsets, add a continuous plinth course at base and a coping/top course to terminate relief cleanly.",2
R01_stone,4,stone,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_stone\04_render.png,2,1,2,1.67,design_modeling,"- Remap axes and global dimensions (facadeness fix): Build on XZ (Z = vertical). Add facade_width, facade_height, base_elevation, facade_depth. Replace the current use of panel_height along Y with Z-based story/unit heights. Keep Y strictly as depth: stone_thickness (0.06–0.10 m cladding; 0.15–0.30 m masonry). Ensure base_elevation ≥ 0 and no geometry dips below ground.
- Replace thin NURBS panels with discrete stone courses (material logic): Introduce unit_w = 0.30–0.60 m, unit_h = 0.15–0.30 m, joint_w = 0.005–0.012 m. Generate running-bond courses (1/2 overlap), compute cols/rows from facade_width/height and unit sizes, create box solids per block (extrude along Y by stone_thickness), and model joints as gaps. Optional arris_chamfer = 0.003–0.008 m and rustication_depth = 0.005–0.025 m applied on block faces.
- Convert sinusoidal “wave” to corbelled/faceted relief in Y (stone-safe): Keep wave_amplitude as total target projection (max_out = 0.06–0.12 m) and wave_frequency as number of bays across width. For each column i, set target y_offset(i) = clamp(amplitude * sin(2π * i / period), ±max_out); for each course k, increment toward target with per-course corbel_step_max = 0.010–0.020 m to avoid bending. Cap offsets, add a continuous plinth course at base and a coping/top course to terminate relief cleanly.",2
R01_timber,0,timber,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_timber\00_render.png,1,3,2,2.0,design_concept,"Target: design_task_agent (design concept). Replace the generic task with a timber-specific, buildable system and explicit modeling steps.

- System + dimensions (timber-only): Vertical board-and-batten rainscreen on timber stud frame. Story module 3.0–3.6 m (default 3.3 m), facade width 6–60 m. Components: vertical boards 19×140 mm (thk×width) with 3 mm vertical reveal; battens 45×20 mm (width×proj.) at 400 mm c/c, proud of boards; furring/rails 45×45 mm creating 20 mm ventilation cavity; stud grid 45×95 mm at 600 mm c/c; panelization seams every 1200 mm (2 mm gap); ground plinth zone 0–300 mm (no battens, continuous board), edge trims (corners 45×45, jambs 45×95, head/sill 45×145). Openings sized to board module multiples with 10 mm perimeter clearance.

- Parameters with bounds (enforce material proportions): facade_width 6–60 m; facade_height 3.3–30 m; story_height 3.0–3.6 m; board_width 90–190 mm; board_thickness 18–22 mm; reveal 2–6 mm; batten_width 35–60 mm; batten_depth 15–35 mm; batten_spacing 300–600 mm; cavity 15–30 mm; stud_spacing 400–600 mm; panel_seam 900–1500 mm; plinth_height 150–400 mm; opening_w/h multiples of (board_width+reveal). Toggles: stagger_board_starts true/false; step_edges_by_story true/false; skip_battens_in_plinth true/false.

- Step-by-step modeling brief (XZ frontal plane, Z up): 1) Create facade base rectangle (facade_width × facade_height) from ground Z=0; add story lines at story_height. 2) Generate stud grid lines at stud_spacing; add panel seam lines at panel_seam. 3) Offset facade plane inward by cavity to define board plane; tile vertical boards by (board_width+reveal), extrude to board_thickness; leave 3 mm reveals; trim/cull boards at openings and within plinth zone. 4) Place battens as rectangular extrusions (batten_width × batten_depth) centered every batten_spacing, proud of board face; omit in plinth if toggle active; interrupt at openings with jamb trims. 5) Add edge/corner trims and head/sill members as separate extrusions; keep 2 mm gaps at panel seams. 6) Optional: per-story horizontal stepping via edge offsets; ensure all outputs are closed polysurfaces with correct depths to read as timber assembly in elevation/raking views.",1
R01_timber,1,timber,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_timber\01_render.png,1,3,2,2.0,design_concept,"Target: design_task_agent (design concept). Replace the generic task with a timber-specific, buildable system and explicit modeling steps.

- System + dimensions (timber-only): Vertical board-and-batten rainscreen on timber stud frame. Story module 3.0–3.6 m (default 3.3 m), facade width 6–60 m. Components: vertical boards 19×140 mm (thk×width) with 3 mm vertical reveal; battens 45×20 mm (width×proj.) at 400 mm c/c, proud of boards; furring/rails 45×45 mm creating 20 mm ventilation cavity; stud grid 45×95 mm at 600 mm c/c; panelization seams every 1200 mm (2 mm gap); ground plinth zone 0–300 mm (no battens, continuous board), edge trims (corners 45×45, jambs 45×95, head/sill 45×145). Openings sized to board module multiples with 10 mm perimeter clearance.

- Parameters with bounds (enforce material proportions): facade_width 6–60 m; facade_height 3.3–30 m; story_height 3.0–3.6 m; board_width 90–190 mm; board_thickness 18–22 mm; reveal 2–6 mm; batten_width 35–60 mm; batten_depth 15–35 mm; batten_spacing 300–600 mm; cavity 15–30 mm; stud_spacing 400–600 mm; panel_seam 900–1500 mm; plinth_height 150–400 mm; opening_w/h multiples of (board_width+reveal). Toggles: stagger_board_starts true/false; step_edges_by_story true/false; skip_battens_in_plinth true/false.

- Step-by-step modeling brief (XZ frontal plane, Z up): 1) Create facade base rectangle (facade_width × facade_height) from ground Z=0; add story lines at story_height. 2) Generate stud grid lines at stud_spacing; add panel seam lines at panel_seam. 3) Offset facade plane inward by cavity to define board plane; tile vertical boards by (board_width+reveal), extrude to board_thickness; leave 3 mm reveals; trim/cull boards at openings and within plinth zone. 4) Place battens as rectangular extrusions (batten_width × batten_depth) centered every batten_spacing, proud of board face; omit in plinth if toggle active; interrupt at openings with jamb trims. 5) Add edge/corner trims and head/sill members as separate extrusions; keep 2 mm gaps at panel seams. 6) Optional: per-story horizontal stepping via edge offsets; ensure all outputs are closed polysurfaces with correct depths to read as timber assembly in elevation/raking views.",1
R01_timber,2,timber,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\_reference_images\R01.jpg,c:\Users\marcr\OneDrive\Documentos\00_MarcRibert\8_Programming\01_Github\MAS_LLM_Workshop_25\experiment_dms26_baseline\R01_timber\02_render.png,1,3,2,2.0,design_concept,"Target: design_task_agent (design concept). Replace the generic task with a timber-specific, buildable system and explicit modeling steps.

- System + dimensions (timber-only): Vertical board-and-batten rainscreen on timber stud frame. Story module 3.0–3.6 m (default 3.3 m), facade width 6–60 m. Components: vertical boards 19×140 mm (thk×width) with 3 mm vertical reveal; battens 45×20 mm (width×proj.) at 400 mm c/c, proud of boards; furring/rails 45×45 mm creating 20 mm ventilation cavity; stud grid 45×95 mm at 600 mm c/c; panelization seams every 1200 mm (2 mm gap); ground plinth zone 0–300 mm (no battens, continuous board), edge trims (corners 45×45, jambs 45×95, head/sill 45×145). Openings sized to board module multiples with 10 mm perimeter clearance.

- Parameters with bounds (enforce material proportions): facade_width 6–60 m; facade_height 3.3–30 m; story_height 3.0–3.6 m; board_width 90–190 mm; board_thickness 18–22 mm; reveal 2–6 mm; batten_width 35–60 mm; batten_depth 15–35 mm; batten_spacing 300–600 mm; cavity 15–30 mm; stud_spacing 400–600 mm; panel_seam 900–1500 mm; plinth_height 150–400 mm; opening_w/h multiples of (board_width+reveal). Toggles: stagger_board_starts true/false; step_edges_by_story true/false; skip_battens_in_plinth true/false.

- Step-by-step modeling brief (XZ frontal plane, Z up): 1) Create facade base rectangle (facade_width × facade_height) from ground Z=0; add story lines at story_height. 2) Generate stud grid lines at stud_spacing; add panel seam lines at panel_seam. 3) Offset facade plane inward by cavity to define board plane; tile vertical boards by (board_width+reveal), extrude to board_thickness; leave 3 mm reveals; trim/cull boards at openings and within plinth zone. 4) Place battens as rectangular extrusions (batten_width × batten_depth) centered every batten_spacing, proud of board face; omit in plinth if toggle active; interrupt at openings with jamb trims. 5) Add edge/corner trims and head/sill members as separate extrusions; keep 2 mm gaps at panel seams. 6) Optional: per-story horizontal stepping via edge offsets; ensure all outputs are closed polysurfaces with correct depths to read as timber assembly in elevation/raking views.",1
